words,audio
越,audio_files/越.mp3
站,audio_files/站.mp3
站,audio_files/站.mp3
张,audio_files/张.mp3
张,audio_files/张.mp3
照顾,audio_files/照顾.mp3
照顾,audio_files/照顾.mp3
照片,audio_files/照片.mp3
照相机,audio_files/照相机.mp3
只,audio_files/只.mp3
只,audio_files/只.mp3
中间,audio_files/中间.mp3
中文,audio_files/中文.mp3
终于,audio_files/终于.mp3
种,audio_files/种.mp3
重要,audio_files/重要.mp3
周末,audio_files/周末.mp3
主要,audio_files/主要.mp3
注意,audio_files/注意.mp3
着急,audio_files/着急.mp3
自己,audio_files/自己.mp3
总是,audio_files/总是.mp3
嘴,audio_files/嘴.mp3
最近,audio_files/最近.mp3
作业,audio_files/作业.mp3
作用,audio_files/作用.mp3
爱情,audio_files/爱情.mp3
安排,audio_files/安排.mp3
安排,audio_files/安排.mp3
安全,audio_files/安全.mp3
安全,audio_files/安全.mp3
按时,audio_files/按时.mp3
按照,audio_files/按照.mp3
百分之,audio_files/百分之.mp3
棒,audio_files/棒.mp3
包子,audio_files/包子.mp3
保护,audio_files/保护.mp3
保证,audio_files/保证.mp3
保证,audio_files/保证.mp3
报名,audio_files/报名.mp3
抱,audio_files/抱.mp3
抱歉,audio_files/抱歉.mp3
倍,audio_files/倍.mp3
本来,audio_files/本来.mp3
笨,audio_files/笨.mp3
比如,audio_files/比如.mp3
毕业,audio_files/毕业.mp3
遍,audio_files/遍.mp3
标准,audio_files/标准.mp3
标准,audio_files/标准.mp3
表格,audio_files/表格.mp3
表示,audio_files/表示.mp3
表演,audio_files/表演.mp3
表演,audio_files/表演.mp3
表扬,audio_files/表扬.mp3
表扬,audio_files/表扬.mp3
饼干,audio_files/饼干.mp3
并且,audio_files/并且.mp3
博士,audio_files/博士.mp3
不过,audio_files/不过.mp3
不得不,audio_files/不得不.mp3
不管,audio_files/不管.mp3
不好意思,audio_files/不好意思.mp3
不仅,audio_files/不仅.mp3
部分,audio_files/部分.mp3
擦,audio_files/擦.mp3
猜,audio_files/猜.mp3
材料,audio_files/材料.mp3
参观,audio_files/参观.mp3
餐厅,audio_files/餐厅.mp3
厕所,audio_files/厕所.mp3
差不多,audio_files/差不多.mp3
长城,audio_files/长城.mp3
长江,audio_files/长江.mp3
尝,audio_files/尝.mp3
场,audio_files/场.mp3
超过,audio_files/超过.mp3
吵,audio_files/吵.mp3
吵,audio_files/吵.mp3
成功,audio_files/成功.mp3
成功,audio_files/成功.mp3
成为,audio_files/成为.mp3
诚实,audio_files/诚实.mp3
乘坐,audio_files/乘坐.mp3
吃惊,audio_files/吃惊.mp3
重新,audio_files/重新.mp3
抽烟,audio_files/抽烟.mp3
出差,audio_files/出差.mp3
出发,audio_files/出发.mp3
出生,audio_files/出生.mp3
厨房,audio_files/厨房.mp3
传真,audio_files/传真.mp3
窗户,audio_files/窗户.mp3
词语,audio_files/词语.mp3
从来,audio_files/从来.mp3
粗心,audio_files/粗心.mp3
存,audio_files/存.mp3
错误,audio_files/错误.mp3
错误,audio_files/错误.mp3
答案,audio_files/答案.mp3
打扮,audio_files/打扮.mp3
打扰,audio_files/打扰.mp3
打印,audio_files/打印.mp3
打招呼,audio_files/打招呼.mp3
打折,audio_files/打折.mp3
打针,audio_files/打针.mp3
大概,audio_files/大概.mp3
大使馆,audio_files/大使馆.mp3
大约,audio_files/大约.mp3
大夫,audio_files/大夫.mp3
戴,audio_files/戴.mp3
当时,audio_files/当时.mp3
刀,audio_files/刀.mp3
导游,audio_files/导游.mp3
倒,audio_files/倒.mp3
到处,audio_files/到处.mp3
到底,audio_files/到底.mp3
道歉,audio_files/道歉.mp3
得意,audio_files/得意.mp3
得,audio_files/得.mp3
得,audio_files/得.mp3
登机牌,audio_files/登机牌.mp3
等,audio_files/等.mp3
低,audio_files/低.mp3
低,audio_files/低.mp3
底,audio_files/底.mp3
地点,audio_files/地点.mp3
地球,audio_files/地球.mp3
地址,audio_files/地址.mp3
调查,audio_files/调查.mp3
调查,audio_files/调查.mp3
掉,audio_files/掉.mp3
丢,audio_files/丢.mp3
动作,audio_files/动作.mp3
堵车,audio_files/堵车.mp3
肚子,audio_files/肚子.mp3
短信,audio_files/短信.mp3
对话,audio_files/对话.mp3
对面,audio_files/对面.mp3
儿童,audio_files/儿童.mp3
而,audio_files/而.mp3
发生,audio_files/发生.mp3
发展,audio_files/发展.mp3
法律,audio_files/法律.mp3
翻译,audio_files/翻译.mp3
烦恼,audio_files/烦恼.mp3
烦恼,audio_files/烦恼.mp3
反对,audio_files/反对.mp3
方法,audio_files/方法.mp3
方面,audio_files/方面.mp3
方向,audio_files/方向.mp3
房东,audio_files/房东.mp3
放弃,audio_files/放弃.mp3
放暑假,audio_files/放暑假.mp3
放松,audio_files/放松.mp3
费用,audio_files/费用.mp3
份,audio_files/份.mp3
丰富,audio_files/丰富.mp3
丰富,audio_files/丰富.mp3
否则,audio_files/否则.mp3
符合,audio_files/符合.mp3
父亲,audio_files/父亲.mp3
付款,audio_files/付款.mp3
负责,audio_files/负责.mp3
负责,audio_files/负责.mp3
复印,audio_files/复印.mp3
复杂,audio_files/复杂.mp3
富,audio_files/富.mp3
改变,audio_files/改变.mp3
改变,audio_files/改变.mp3
干杯,audio_files/干杯.mp3
赶,audio_files/赶.mp3
敢,audio_files/敢.mp3
感动,audio_files/感动.mp3
感觉,audio_files/感觉.mp3
感觉,audio_files/感觉.mp3
感情,audio_files/感情.mp3
感谢,audio_files/感谢.mp3
感谢,audio_files/感谢.mp3
干,audio_files/干.mp3
高级,audio_files/高级.mp3
高速公路,audio_files/高速公路.mp3
各,audio_files/各.mp3
工资,audio_files/工资.mp3
公里,audio_files/公里.mp3
功夫,audio_files/功夫.mp3
共同,audio_files/共同.mp3
购物,audio_files/购物.mp3
够,audio_files/够.mp3
够,audio_files/够.mp3
估计,audio_files/估计.mp3
估计,audio_files/估计.mp3
鼓励,audio_files/鼓励.mp3
鼓励,audio_files/鼓励.mp3
故意,audio_files/故意.mp3
顾客,audio_files/顾客.mp3
挂,audio_files/挂.mp3
挂,audio_files/挂.mp3
关键,audio_files/关键.mp3
关键,audio_files/关键.mp3
观众,audio_files/观众.mp3
管理,audio_files/管理.mp3
管理,audio_files/管理.mp3
光,audio_files/光.mp3
光,audio_files/光.mp3
光,audio_files/光.mp3
广播,audio_files/广播.mp3
广告,audio_files/广告.mp3
逛,audio_files/逛.mp3
规定,audio_files/规定.mp3
规定,audio_files/规定.mp3
国籍,audio_files/国籍.mp3
国际,audio_files/国际.mp3
果汁,audio_files/果汁.mp3
过程,audio_files/过程.mp3
海洋,audio_files/海洋.mp3
害羞,audio_files/害羞.mp3
寒假,audio_files/寒假.mp3
汗,audio_files/汗.mp3
好处,audio_files/好处.mp3
好像,audio_files/好像.mp3
号码,audio_files/号码.mp3
合格,audio_files/合格.mp3
合适,audio_files/合适.mp3
盒子,audio_files/盒子.mp3
后悔,audio_files/后悔.mp3
厚,audio_files/厚.mp3
厚,audio_files/厚.mp3
互联网,audio_files/互联网.mp3
互相,audio_files/互相.mp3
护士,audio_files/护士.mp3
怀疑,audio_files/怀疑.mp3
回忆,audio_files/回忆.mp3
回忆,audio_files/回忆.mp3
活动,audio_files/活动.mp3
活动,audio_files/活动.mp3
活泼,audio_files/活泼.mp3
火,audio_files/火.mp3
火,audio_files/火.mp3
火,audio_files/火.mp3
获得,audio_files/获得.mp3
积极,audio_files/积极.mp3
积累,audio_files/积累.mp3
积累,audio_files/积累.mp3
基础,audio_files/基础.mp3
基础,audio_files/基础.mp3
激动,audio_files/激动.mp3
激动,audio_files/激动.mp3
及时,audio_files/及时.mp3
及时,audio_files/及时.mp3
即使,audio_files/即使.mp3
计划,audio_files/计划.mp3
计划,audio_files/计划.mp3
计算机,audio_files/计算机.mp3
记者,audio_files/记者.mp3
技术,audio_files/技术.mp3
既然,audio_files/既然.mp3
继续,audio_files/继续.mp3
寄,audio_files/寄.mp3
加班,audio_files/加班.mp3
加油站,audio_files/加油站.mp3
家具,audio_files/家具.mp3
价格,audio_files/价格.mp3
假,audio_files/假.mp3
坚持,audio_files/坚持.mp3
减肥,audio_files/减肥.mp3
减少,audio_files/减少.mp3
建议,audio_files/建议.mp3
建议,audio_files/建议.mp3
将来,audio_files/将来.mp3
奖金,audio_files/奖金.mp3
降低,audio_files/降低.mp3
交,audio_files/交.mp3
交,audio_files/交.mp3
交流,audio_files/交流.mp3
交流,audio_files/交流.mp3
交通,audio_files/交通.mp3
郊区,audio_files/郊区.mp3
骄傲,audio_files/骄傲.mp3
饺子,audio_files/饺子.mp3
教授,audio_files/教授.mp3
教育,audio_files/教育.mp3
教育,audio_files/教育.mp3
接受,audio_files/接受.mp3
接着,audio_files/接着.mp3
节,audio_files/节.mp3
节约,audio_files/节约.mp3
结果,audio_files/结果.mp3
解释,audio_files/解释.mp3
解释,audio_files/解释.mp3
尽管,audio_files/尽管.mp3
紧张,audio_files/紧张.mp3
进行,audio_files/进行.mp3
禁止,audio_files/禁止.mp3
京剧,audio_files/京剧.mp3
经济,audio_files/经济.mp3
经历,audio_files/经历.mp3
经历,audio_files/经历.mp3
经验,audio_files/经验.mp3
精彩,audio_files/精彩.mp3
景色,audio_files/景色.mp3
警察,audio_files/警察.mp3
竞争,audio_files/竞争.mp3
竟然,audio_files/竟然.mp3
镜子,audio_files/镜子.mp3
究竟,audio_files/究竟.mp3
举,audio_files/举.mp3
举办,audio_files/举办.mp3
举行,audio_files/举行.mp3
拒绝,audio_files/拒绝.mp3
距离,audio_files/距离.mp3
聚会,audio_files/聚会.mp3
开玩笑,audio_files/开玩笑.mp3
开心,audio_files/开心.mp3
看法,audio_files/看法.mp3
考虑,audio_files/考虑.mp3
科学,audio_files/科学.mp3
棵,audio_files/棵.mp3
咳嗽,audio_files/咳嗽.mp3
可怜,audio_files/可怜.mp3
可是,audio_files/可是.mp3
可惜,audio_files/可惜.mp3
客厅,audio_files/客厅.mp3
肯定,audio_files/肯定.mp3
空,audio_files/空.mp3
空气,audio_files/空气.mp3
恐怕,audio_files/恐怕.mp3
苦,audio_files/苦.mp3
矿泉水,audio_files/矿泉水.mp3
困,audio_files/困.mp3
困难,audio_files/困难.mp3
困难,audio_files/困难.mp3
垃圾桶,audio_files/垃圾桶.mp3
拉,audio_files/拉.mp3
辣,audio_files/辣.mp3
来不及,audio_files/来不及.mp3
来得及,audio_files/来得及.mp3
来自,audio_files/来自.mp3
懒,audio_files/懒.mp3
浪费,audio_files/浪费.mp3
浪漫,audio_files/浪漫.mp3
老虎,audio_files/老虎.mp3
冷静,audio_files/冷静.mp3
冷静,audio_files/冷静.mp3
离婚,audio_files/离婚.mp3
礼拜天,audio_files/礼拜天.mp3
礼貌,audio_files/礼貌.mp3
理发,audio_files/理发.mp3
理解,audio_files/理解.mp3
理想,audio_files/理想.mp3
理想,audio_files/理想.mp3
力气,audio_files/力气.mp3
厉害,audio_files/厉害.mp3
俩,audio_files/俩.mp3
连,audio_files/连.mp3
连,audio_files/连.mp3
联系,audio_files/联系.mp3
联系,audio_files/联系.mp3
凉快,audio_files/凉快.mp3
零钱,audio_files/零钱.mp3
另外,audio_files/另外.mp3
留,audio_files/留.mp3
流利,audio_files/流利.mp3
流行,audio_files/流行.mp3
旅行,audio_files/旅行.mp3
律师,audio_files/律师.mp3
乱,audio_files/乱.mp3
麻烦,audio_files/麻烦.mp3
麻烦,audio_files/麻烦.mp3
麻烦,audio_files/麻烦.mp3
马虎,audio_files/马虎.mp3
满,audio_files/满.mp3
毛,audio_files/毛.mp3
毛,audio_files/毛.mp3
毛,audio_files/毛.mp3
美好,audio_files/美好.mp3
美丽,audio_files/美丽.mp3
梦,audio_files/梦.mp3
梦,audio_files/梦.mp3
迷路,audio_files/迷路.mp3
密码,audio_files/密码.mp3
免费,audio_files/免费.mp3
秒,audio_files/秒.mp3
民族,audio_files/民族.mp3
母亲,audio_files/母亲.mp3
目的,audio_files/目的.mp3
内,audio_files/内.mp3
内容,audio_files/内容.mp3
耐心,audio_files/耐心.mp3
难道,audio_files/难道.mp3
难受,audio_files/难受.mp3
能力,audio_files/能力.mp3
年龄,audio_files/年龄.mp3
弄,audio_files/弄.mp3
暖和,audio_files/暖和.mp3
偶尔,audio_files/偶尔.mp3
排队,audio_files/排队.mp3
排列,audio_files/排列.mp3
排球,audio_files/排球.mp3
判断,audio_files/判断.mp3
陪,audio_files/陪.mp3
批评,audio_files/批评.mp3
批评,audio_files/批评.mp3
皮肤,audio_files/皮肤.mp3
脾气,audio_files/脾气.mp3
篇,audio_files/篇.mp3
骗,audio_files/骗.mp3
乒乓球,audio_files/乒乓球.mp3
平时,audio_files/平时.mp3
瓶子,audio_files/瓶子.mp3
破,audio_files/破.mp3
葡萄,audio_files/葡萄.mp3
普遍,audio_files/普遍.mp3
其次,audio_files/其次.mp3
其中,audio_files/其中.mp3
起来,audio_files/起来.mp3
气候,audio_files/气候.mp3
千万,audio_files/千万.mp3
签证,audio_files/签证.mp3
敲,audio_files/敲.mp3
桥,audio_files/桥.mp3
巧克力,audio_files/巧克力.mp3
亲戚,audio_files/亲戚.mp3
轻,audio_files/轻.mp3
轻松,audio_files/轻松.mp3
轻松,audio_files/轻松.mp3
情况,audio_files/情况.mp3
请假,audio_files/请假.mp3
穷,audio_files/穷.mp3
区别,audio_files/区别.mp3
取,audio_files/取.mp3
全部,audio_files/全部.mp3
全部,audio_files/全部.mp3
缺点,audio_files/缺点.mp3
缺少,audio_files/缺少.mp3
却,audio_files/却.mp3
确实,audio_files/确实.mp3
然而,audio_files/然而.mp3
热闹,audio_files/热闹.mp3
任何,audio_files/任何.mp3
任务,audio_files/任务.mp3
扔,audio_files/扔.mp3
仍然,audio_files/仍然.mp3
日记,audio_files/日记.mp3
入口,audio_files/入口.mp3
散步,audio_files/散步.mp3
森林,audio_files/森林.mp3
沙发,audio_files/沙发.mp3
伤心,audio_files/伤心.mp3
商量,audio_files/商量.mp3
稍微,audio_files/稍微.mp3
勺子,audio_files/勺子.mp3
社会,audio_files/社会.mp3
申请,audio_files/申请.mp3
深,audio_files/深.mp3
甚至,audio_files/甚至.mp3
生活,audio_files/生活.mp3
生命,audio_files/生命.mp3
生意,audio_files/生意.mp3
省,audio_files/省.mp3
剩,audio_files/剩.mp3
失败,audio_files/失败.mp3
失败,audio_files/失败.mp3
失望,audio_files/失望.mp3
失望,audio_files/失望.mp3
师傅,audio_files/师傅.mp3
十分,audio_files/十分.mp3
实际,audio_files/实际.mp3
实在,audio_files/实在.mp3
实在,audio_files/实在.mp3
使,audio_files/使.mp3
使用,audio_files/使用.mp3
世纪,audio_files/世纪.mp3
是否,audio_files/是否.mp3
适合,audio_files/适合.mp3
适应,audio_files/适应.mp3
收,audio_files/收.mp3
收入,audio_files/收入.mp3
收拾,audio_files/收拾.mp3
首都,audio_files/首都.mp3
首先,audio_files/首先.mp3
受不了,audio_files/受不了.mp3
受到,audio_files/受到.mp3
售货员,audio_files/售货员.mp3
输,audio_files/输.mp3
熟悉,audio_files/熟悉.mp3
熟悉,audio_files/熟悉.mp3
数量,audio_files/数量.mp3
数字,audio_files/数字.mp3
帅,audio_files/帅.mp3
顺便,audio_files/顺便.mp3
顺利,audio_files/顺利.mp3
顺序,audio_files/顺序.mp3
说明,audio_files/说明.mp3
硕士,audio_files/硕士.mp3
死,audio_files/死.mp3
速度,audio_files/速度.mp3
塑料袋 ,audio_files/塑料袋 .mp3
酸,audio_files/酸.mp3
酸,audio_files/酸.mp3
随便,audio_files/随便.mp3
随着,audio_files/随着.mp3
孙子,audio_files/孙子.mp3
所有,audio_files/所有.mp3
台,audio_files/台.mp3
抬,audio_files/抬.mp3
态度,audio_files/态度.mp3
谈,audio_files/谈.mp3
弹钢琴,audio_files/弹钢琴.mp3
汤,audio_files/汤.mp3
糖,audio_files/糖.mp3
躺,audio_files/躺.mp3
趟,audio_files/趟.mp3
讨论,audio_files/讨论.mp3
讨论,audio_files/讨论.mp3
讨厌,audio_files/讨厌.mp3
讨厌,audio_files/讨厌.mp3
特点,audio_files/特点.mp3
提,audio_files/提.mp3
提,audio_files/提.mp3
提供,audio_files/提供.mp3
提前,audio_files/提前.mp3
提前,audio_files/提前.mp3
提醒,audio_files/提醒.mp3
填空,audio_files/填空.mp3
条件,audio_files/条件.mp3
停,audio_files/停.mp3
挺,audio_files/挺.mp3
通过,audio_files/通过.mp3
通过,audio_files/通过.mp3
通知,audio_files/通知.mp3
通知,audio_files/通知.mp3
通知,audio_files/通知.mp3
同情,audio_files/同情.mp3
推,audio_files/推.mp3
推迟,audio_files/推迟.mp3
脱,audio_files/脱.mp3
袜子,audio_files/袜子.mp3
完全,audio_files/完全.mp3
网球,audio_files/网球.mp3
网站,audio_files/网站.mp3
往,audio_files/往.mp3
往往,audio_files/往往.mp3
危险,audio_files/危险.mp3
卫生间,audio_files/卫生间.mp3
味道,audio_files/味道.mp3
温度,audio_files/温度.mp3
文章,audio_files/文章.mp3
污染,audio_files/污染.mp3
无,audio_files/无.mp3
无聊,audio_files/无聊.mp3
无论,audio_files/无论.mp3
误会,audio_files/误会.mp3
误会,audio_files/误会.mp3
西红柿,audio_files/西红柿.mp3
吸引,audio_files/吸引.mp3
咸,audio_files/咸.mp3
现金,audio_files/现金.mp3
羡慕,audio_files/羡慕.mp3
相反,audio_files/相反.mp3
相同,audio_files/相同.mp3
香,audio_files/香.mp3
详细,audio_files/详细.mp3
响,audio_files/响.mp3
橡皮,audio_files/橡皮.mp3
消息,audio_files/消息.mp3
小吃,audio_files/小吃.mp3
小说,audio_files/小说.mp3
效果,audio_files/效果.mp3
笑话,audio_files/笑话.mp3
笑话,audio_files/笑话.mp3
心情,audio_files/心情.mp3
辛苦,audio_files/辛苦.mp3
信封,audio_files/信封.mp3
信息,audio_files/信息.mp3
信心,audio_files/信心.mp3
兴奋,audio_files/兴奋.mp3
行,audio_files/行.mp3
醒,audio_files/醒.mp3
幸福,audio_files/幸福.mp3
幸福,audio_files/幸福.mp3
性别,audio_files/性别.mp3
性格,audio_files/性格.mp3
修理,audio_files/修理.mp3
许多,audio_files/许多.mp3
压力,audio_files/压力.mp3
牙膏,audio_files/牙膏.mp3
亚洲,audio_files/亚洲.mp3
呀,audio_files/呀.mp3
呀,audio_files/呀.mp3
严格,audio_files/严格.mp3
严重,audio_files/严重.mp3
研究,audio_files/研究.mp3
盐,audio_files/盐.mp3
眼镜,audio_files/眼镜.mp3
演出,audio_files/演出.mp3
演员,audio_files/演员.mp3
阳光,audio_files/阳光.mp3
养成,audio_files/养成.mp3
样子,audio_files/样子.mp3
邀请,audio_files/邀请.mp3
要是,audio_files/要是.mp3
钥匙,audio_files/钥匙.mp3
也许,audio_files/也许.mp3
叶子,audio_files/叶子.mp3
页,audio_files/页.mp3
一切,audio_files/一切.mp3
以,audio_files/以.mp3
以为,audio_files/以为.mp3
艺术,audio_files/艺术.mp3
意见,audio_files/意见.mp3
因此,audio_files/因此.mp3
引起,audio_files/引起.mp3
印象,audio_files/印象.mp3
赢,audio_files/赢.mp3
应聘,audio_files/应聘.mp3
永远,audio_files/永远.mp3
勇敢,audio_files/勇敢.mp3
优点,audio_files/优点.mp3
优秀,audio_files/优秀.mp3
幽默,audio_files/幽默.mp3
尤其,audio_files/尤其.mp3
由,audio_files/由.mp3
由于,audio_files/由于.mp3
邮局,audio_files/邮局.mp3
友好,audio_files/友好.mp3
友谊,audio_files/友谊.mp3
有趣,audio_files/有趣.mp3
于是,audio_files/于是.mp3
愉快,audio_files/愉快.mp3
与,audio_files/与.mp3
羽毛球,audio_files/羽毛球.mp3
语法,audio_files/语法.mp3
语言,audio_files/语言.mp3
预习,audio_files/预习.mp3
原来,audio_files/原来.mp3
原谅,audio_files/原谅.mp3
原因,audio_files/原因.mp3
约会,audio_files/约会.mp3
约会,audio_files/约会.mp3
阅读,audio_files/阅读.mp3
云,audio_files/云.mp3
允许,audio_files/允许.mp3
杂志,audio_files/杂志.mp3
咱们,audio_files/咱们.mp3
暂时,audio_files/暂时.mp3
脏,audio_files/脏.mp3
责任,audio_files/责任.mp3
增加,audio_files/增加.mp3
占线,audio_files/占线.mp3
招聘,audio_files/招聘.mp3
照,audio_files/照.mp3
真正,audio_files/真正.mp3
整理,audio_files/整理.mp3
正常,audio_files/正常.mp3
正好,audio_files/正好.mp3
正确,audio_files/正确.mp3
正式,audio_files/正式.mp3
证明,audio_files/证明.mp3
之,audio_files/之.mp3
支持,audio_files/支持.mp3
支持,audio_files/支持.mp3
知识,audio_files/知识.mp3
直接,audio_files/直接.mp3
值得,audio_files/值得.mp3
职业,audio_files/职业.mp3
植物,audio_files/植物.mp3
只好,audio_files/只好.mp3
只要,audio_files/只要.mp3
只有,audio_files/只有.mp3
指,audio_files/指.mp3
至少,audio_files/至少.mp3
质量,audio_files/质量.mp3
重,audio_files/重.mp3
重点,audio_files/重点.mp3
重视,audio_files/重视.mp3
周围,audio_files/周围.mp3
主意,audio_files/主意.mp3
祝贺,audio_files/祝贺.mp3
著名,audio_files/著名.mp3
专门,audio_files/专门.mp3
专业,audio_files/专业.mp3
转,audio_files/转.mp3
赚,audio_files/赚.mp3
准确,audio_files/准确.mp3
准时,audio_files/准时.mp3
仔细,audio_files/仔细.mp3
自然,audio_files/自然.mp3
自信,audio_files/自信.mp3
总结,audio_files/总结.mp3
租,audio_files/租.mp3
最好,audio_files/最好.mp3
最近,audio_files/最近.mp3
尊重,audio_files/尊重.mp3
左右,audio_files/左右.mp3
作家,audio_files/作家.mp3
作者,audio_files/作者.mp3
座位,audio_files/座位.mp3
